LSOA code,LSOA name,LONG__y,LAT_y,LSOA IMD Score
E01009324,Birmingham 072B,-1.79033,52.4662,25.119
E01009325,Birmingham 063A,-1.83718,52.4706,49.726
E01009326,Birmingham 066D,-1.83179,52.4704,44.039
E01009327,Birmingham 139B,-1.84399,52.4725,46.341
E01009328,Birmingham 139C,-1.84625,52.4725,49.57
E01009329,Birmingham 070A,-1.85449,52.4699,50.75
E01009331,Birmingham 139D,-1.8471,52.4753,44.822
E01009332,Birmingham 139E,-1.86172,52.473,60.271
E01009333,Birmingham 139F,-1.85148,52.4759,58.664
E01009334,Birmingham 070B,-1.84925,52.4688,44.808
E01009335,Birmingham 139G,-1.84206,52.464,46.402
E01009337,Birmingham 070C,-1.84822,52.4653,46.736
E01009338,Birmingham 070D,-1.84624,52.4631,52.126
E01009339,Birmingham 140A,-1.85579,52.4583,52.522
E01009340,Birmingham 140B,-1.84674,52.4544,43.259
E01009341,Birmingham 066E,-1.82725,52.4786,50.375
E01009342,Birmingham 063D,-1.83391,52.4774,48.637
E01009343,Birmingham 063E,-1.84178,52.4764,49.111
E01009344,Birmingham 139H,-1.85492,52.4751,56.91
E01009345,Birmingham 053D,-1.93862,52.492,59.211
E01009346,Birmingham 053E,-1.94226,52.4889,41.743
E01009347,Birmingham 049D,-1.91985,52.4876,52.152
E01009348,Birmingham 047A,-1.92706,52.4913,39.455
E01009349,Birmingham 036D,-1.95643,52.5061,45.392
E01009350,Birmingham 039B,-1.93371,52.507,46.609
E01009351,Birmingham 036E,-1.95215,52.5054,45.113
E01009352,Birmingham 039C,-1.92774,52.5039,56.499
E01009353,Birmingham 039D,-1.93135,52.5045,47.667
E01009354,Birmingham 036F,-1.94508,52.5035,56.503
E01009355,Birmingham 039E,-1.92278,52.5033,61.052
E01009358,Birmingham 047B,-1.92363,52.4983,64.81
E01009359,Birmingham 047C,-1.93236,52.5005,52.146
E01009360,Birmingham 047D,-1.92957,52.4951,52.362
E01009361,Birmingham 047E,-1.94148,52.496,55.041
E01009362,Birmingham 071A,-1.88963,52.4655,61.205
E01009363,Birmingham 071B,-1.86859,52.4674,63.826
E01009364,Birmingham 071C,-1.8855,52.4689,66.314
E01009365,Birmingham 071D,-1.87752,52.4679,72.39
E01009366,Birmingham 084A,-1.89445,52.4605,54.819
E01009367,Birmingham 083A,-1.88067,52.4609,67.159
E01009368,Birmingham 077A,-1.87075,52.4615,62.676
E01009371,Birmingham 077D,-1.87182,52.4596,61.087
E01009372,Birmingham 082A,-1.86492,52.4591,49.566
E01009373,Birmingham 082B,-1.86261,52.4579,52.035
E01009374,Birmingham 084B,-1.8888,52.4603,61.941
E01009375,Birmingham 083B,-1.8795,52.4578,53.821
E01009376,Birmingham 084C,-1.88788,52.4562,59.053
E01009377,Birmingham 083C,-1.87936,52.4552,62.81
E01009378,Birmingham 135A,-1.88735,52.4707,43.802
E01009379,Birmingham 071E,-1.86479,52.4706,76.225
E01009380,Birmingham 070E,-1.85985,52.4685,53.218
E01009382,Birmingham 140C,-1.86525,52.4494,43.929
E01009383,Birmingham 083D,-1.87517,52.4508,44.1
E01009384,Birmingham 092E,-1.88598,52.4516,53.154
E01009385,Birmingham 092F,-1.88402,52.4473,37.571
E01009389,Birmingham 093B,-1.87102,52.4488,35.706
E01009390,Birmingham 093C,-1.87683,52.4466,42.532
E01009391,Birmingham 140D,-1.85804,52.4476,40.879
E01009392,Birmingham 140E,-1.86668,52.4461,36.065
E01009393,Birmingham 140F,-1.85915,52.445,38.754
E01009394,Birmingham 093D,-1.87264,52.4443,23.832
E01009395,Birmingham 097F,-1.86303,52.4417,35.655
E01009396,Birmingham 082D,-1.86849,52.4549,54.371
E01009397,Birmingham 077E,-1.87317,52.4558,57.163
E01009399,Birmingham 083E,-1.87566,52.4533,62.315
E01009400,Birmingham 031E,-1.84007,52.5091,60.058
E01009401,Birmingham 031F,-1.85345,52.5098,58.904
E01009403,Birmingham 020A,-1.85297,52.5378,41.254
E01009404,Birmingham 020B,-1.85503,52.5355,46.864
E01009405,Birmingham 020C,-1.8518,52.5302,42.995
E01009406,Birmingham 020D,-1.8577,52.5322,47.428
E01009407,Birmingham 020E,-1.84699,52.5278,37.035
E01009408,Birmingham 026B,-1.85755,52.5257,47.224
E01009409,Birmingham 026C,-1.84918,52.5234,43.819
E01009410,Birmingham 026D,-1.86503,52.5238,46.42
E01009411,Birmingham 030B,-1.87014,52.5192,28.287
E01009412,Birmingham 030C,-1.85904,52.52,51.801
E01009413,Birmingham 030D,-1.85717,52.5123,46.869
E01009414,Birmingham 030E,-1.86279,52.5128,42.949
E01009415,Birmingham 002A,-1.83286,52.5948,6.04
E01009416,Birmingham 003A,-1.80588,52.5951,7.223
E01009417,Birmingham 001A,-1.84982,52.5918,12.652
E01009418,Birmingham 001B,-1.8376,52.6023,19.086
E01009419,Birmingham 001C,-1.85037,52.5986,17.512
E01009420,Birmingham 003B,-1.81511,52.5906,8.468
E01009421,Birmingham 004A,-1.86436,52.5811,4.507
E01009422,Birmingham 002B,-1.84062,52.5887,7.456
E01009423,Birmingham 002C,-1.8249,52.5992,25.804
E01009424,Birmingham 004B,-1.84681,52.5701,13.963
E01009425,Birmingham 002D,-1.83108,52.5859,11.279
E01009426,Birmingham 003C,-1.80634,52.5841,4.237
E01009427,Birmingham 004C,-1.83553,52.5792,13.492
E01009428,Birmingham 004D,-1.81389,52.5743,3.767
E01009429,Birmingham 003D,-1.81586,52.5829,3.431
E01009430,Birmingham 004E,-1.83173,52.5697,8.16
E01009431,Birmingham 003E,-1.82537,52.5818,5.398
E01009432,Birmingham 006A,-1.81166,52.5657,20.739
E01009433,Birmingham 001D,-1.84502,52.6012,5.935
E01009434,Birmingham 012A,-1.79023,52.5517,9.879
E01009435,Birmingham 006B,-1.80219,52.5521,7.257
E01009436,Birmingham 012B,-1.7944,52.545,4.538
E01009437,Birmingham 006C,-1.80699,52.547,8.912
E01009438,Birmingham 012C,-1.7859,52.5402,7.908
E01009439,Birmingham 021A,-1.80361,52.5336,11.945
E01009440,Birmingham 012D,-1.79453,52.5364,9.641
E01009441,Birmingham 021B,-1.75357,52.5243,33.029
E01009442,Birmingham 021C,-1.79305,52.5302,14.197
E01009443,Birmingham 021D,-1.78481,52.5308,15.365
E01009444,Birmingham 006D,-1.80535,52.5736,4.952
E01009445,Birmingham 005A,-1.78802,52.566,46.726
E01009446,Birmingham 005B,-1.79923,52.5699,14.727
E01009447,Birmingham 005C,-1.79649,52.5656,18.607
E01009448,Birmingham 005D,-1.78017,52.5666,36.892
E01009449,Birmingham 009A,-1.82829,52.5605,23.843
E01009450,Birmingham 012E,-1.77528,52.55,14.564
E01009451,Birmingham 009B,-1.81583,52.5595,19.902
E01009452,Birmingham 005E,-1.79501,52.5609,14.117
E01009453,Birmingham 009C,-1.81837,52.5542,12.149
E01009454,Birmingham 006E,-1.80879,52.5557,10.871
E01009455,Birmingham 005F,-1.79681,52.5573,34.203
E01009456,Birmingham 018C,-1.83447,52.5452,10.069
E01009457,Birmingham 015A,-1.81616,52.5461,6.246
E01009458,Birmingham 018D,-1.84342,52.543,28.61
E01009459,Birmingham 015B,-1.8297,52.5433,10.576
E01009460,Birmingham 018E,-1.83921,52.5388,24.875
E01009461,Birmingham 015C,-1.81592,52.538,6.013
E01009462,Birmingham 018F,-1.83168,52.5376,21.027
E01009463,Birmingham 015D,-1.82137,52.5394,8.274
E01009464,Birmingham 007B,-1.88274,52.5644,9.319
E01009465,Birmingham 007C,-1.8784,52.5601,9.943
E01009466,Birmingham 009D,-1.8321,52.5506,9.81
E01009467,Birmingham 007D,-1.87074,52.556,15.092
E01009468,Birmingham 004F,-1.84436,52.5549,9.695
E01009469,Birmingham 010B,-1.86174,52.5535,9.9
E01009470,Birmingham 010C,-1.84989,52.5534,5.369
E01009471,Birmingham 009E,-1.82468,52.5513,14.11
E01009472,Birmingham 010D,-1.85061,52.5463,10.745
E01009473,Birmingham 010E,-1.85771,52.5484,18.324
E01009474,Birmingham 010F,-1.84465,52.5476,13.796
E01009475,Birmingham 055A,-1.82673,52.4834,58.52
E01009476,Birmingham 055B,-1.83393,52.4832,57.769
E01009477,Birmingham 055C,-1.82257,52.4822,54.73
E01009478,Birmingham 048A,-1.83488,52.5015,57.019
E01009479,Birmingham 048B,-1.84886,52.4984,54.069
E01009480,Birmingham 044C,-1.83102,52.4985,50.266
E01009481,Birmingham 044D,-1.82401,52.495,41.877
E01009482,Birmingham 048C,-1.85589,52.4957,57.642
E01009483,Birmingham 051B,-1.85972,52.4936,56.821
E01009484,Birmingham 048D,-1.84863,52.4958,65.968
E01009485,Birmingham 048E,-1.84316,52.4927,53.405
E01009486,Birmingham 044E,-1.83297,52.4932,55.46
E01009487,Birmingham 044F,-1.82715,52.4908,40.622
E01009488,Birmingham 051C,-1.836,52.4899,65.111
E01009489,Birmingham 051D,-1.84998,52.4906,51.416
E01009490,Birmingham 055D,-1.82089,52.4896,51.429
E01009491,Birmingham 051E,-1.84478,52.4891,57.249
E01009492,Birmingham 055E,-1.82772,52.4876,54.936
E01009493,Birmingham 113D,-1.95902,52.4242,59.309
E01009494,Birmingham 109A,-1.96984,52.427,57.941
E01009495,Birmingham 106E,-1.98066,52.4272,51.745
E01009496,Birmingham 109B,-1.97032,52.421,18.442
E01009497,Birmingham 109C,-1.97388,52.4184,23.555
E01009498,Birmingham 119D,-1.97981,52.421,58.985
E01009499,Birmingham 119E,-1.97867,52.4131,41.878
E01009500,Birmingham 095E,-1.97271,52.443,64.062
E01009501,Birmingham 101B,-1.97011,52.4369,49.56
E01009502,Birmingham 101C,-1.97364,52.4368,49.209
E01009503,Birmingham 101D,-1.96455,52.4367,50.357
E01009504,Birmingham 109D,-1.96066,52.432,22.559
E01009505,Birmingham 101E,-1.97366,52.4295,44.598
E01009506,Birmingham 109E,-1.96318,52.4258,11.771
E01009507,Birmingham 056B,-1.81256,52.4824,47.318
E01009508,Birmingham 056C,-1.79956,52.4806,32.817
E01009509,Birmingham 056D,-1.81351,52.4807,39.489
E01009510,Birmingham 056E,-1.80442,52.4817,62.31
E01009511,Birmingham 054F,-1.79413,52.4801,61.073
E01009512,Birmingham 062A,-1.78417,52.4757,45.743
E01009513,Birmingham 066F,-1.81653,52.477,51.065
E01009514,Birmingham 062B,-1.78914,52.4764,66.535
E01009515,Birmingham 067C,-1.80715,52.4752,41.398
E01009516,Birmingham 062C,-1.7944,52.4753,40.111
E01009517,Birmingham 062D,-1.78931,52.4715,45.513
E01009518,Birmingham 067D,-1.80229,52.4723,25.915
E01009519,Birmingham 072C,-1.79523,52.469,21.318
E01009520,Birmingham 072D,-1.80138,52.4657,18.463
E01009521,Birmingham 067E,-1.80637,52.4661,21.081
E01009522,Coventry 014A,-1.53209,52.4238,24.444
E01009523,Coventry 010A,-1.57955,52.4385,16.097
E01009524,Coventry 006A,-1.53362,52.4408,29
E01009525,Coventry 006B,-1.52658,52.4384,16.244
E01009526,Coventry 010B,-1.54818,52.4322,12.743
E01009527,Coventry 006C,-1.52843,52.4344,19.988
E01009528,Coventry 010C,-1.56073,52.4343,8.808
E01009529,Coventry 014B,-1.52902,52.4302,15.526
E01009530,Coventry 014C,-1.53625,52.4296,11.664
E01009531,Coventry 010D,-1.56711,52.4247,16.825
E01009532,Coventry 033A,-1.44307,52.4,12.498
E01009535,Coventry 033B,-1.45176,52.3982,9.95
E01009536,Coventry 033C,-1.45562,52.4003,7.068
E01009537,Coventry 035C,-1.45234,52.3931,30.914
E01009538,Coventry 035D,-1.44319,52.3923,30.845
E01009539,Coventry 039A,-1.45452,52.3853,66.621
E01009540,Coventry 039B,-1.46726,52.3892,52.31
E01009541,Coventry 039C,-1.46468,52.3808,43.027
E01009542,Coventry 039D,-1.46827,52.3858,56.558
E01009543,Coventry 033D,-1.43636,52.3997,6.016
E01009544,Coventry 038A,-1.49168,52.388,25.312
E01009548,Coventry 031A,-1.50403,52.4002,16.26
E01009549,Coventry 037B,-1.51164,52.3966,5.935
E01009550,Coventry 037C,-1.50335,52.3968,11.398
E01009552,Coventry 037E,-1.50766,52.3908,23.359
E01009553,Coventry 031B,-1.52066,52.4029,27.253
E01009554,Coventry 034A,-1.53586,52.3991,12.068
E01009555,Coventry 034B,-1.54994,52.3961,9.302
E01009556,Coventry 034C,-1.53304,52.3965,17.5
E01009557,Coventry 034D,-1.53655,52.3922,7.271
E01009558,Coventry 034E,-1.52492,52.3995,14.035
E01009559,Coventry 034F,-1.52426,52.3926,10.011
E01009560,Coventry 040A,-1.51376,52.3886,4.379
E01009561,Coventry 040B,-1.50453,52.3818,19.752
E01009562,Coventry 040C,-1.49945,52.3853,11.531
E01009563,Coventry 040D,-1.51201,52.3828,2.717
E01009564,Coventry 005A,-1.49328,52.4382,50.108
E01009565,Coventry 009A,-1.49934,52.436,32.957
E01009566,Coventry 009B,-1.50445,52.4274,41.718
E01009567,Coventry 009C,-1.49414,52.4324,50.892
E01009568,Coventry 009D,-1.50129,52.432,33.154
E01009569,Coventry 015A,-1.49027,52.4291,45.33
E01009570,Coventry 015B,-1.49801,52.427,44.637
E01009571,Coventry 015C,-1.49045,52.4262,54.441
E01009572,Coventry 015D,-1.49547,52.4218,44.338
E01009573,Coventry 015E,-1.51048,52.4215,43.597
E01009574,Coventry 015F,-1.50606,52.4159,54.621
E01009575,Coventry 005B,-1.49578,52.4435,37.729
E01009576,Coventry 008A,-1.44958,52.4353,23.773
E01009577,Coventry 007A,-1.46342,52.4371,70.862
E01009578,Coventry 008B,-1.43787,52.4352,10.864
E01009579,Coventry 007B,-1.46395,52.433,53.177
E01009580,Coventry 019A,-1.43538,52.4211,20.564
E01009581,Coventry 007C,-1.4547,52.431,47.413
E01009582,Coventry 008C,-1.44401,52.4303,18.51
E01009583,Coventry 008D,-1.43884,52.4276,20.775
E01009584,Coventry 007D,-1.45566,52.4468,35.464
E01009585,Coventry 007E,-1.46557,52.4401,65.988
E01009586,Coventry 008E,-1.45516,52.4386,15.308
E01009587,Coventry 011A,-1.50951,52.4373,33.911
E01009588,Coventry 043A,-1.51286,52.4403,39.747
E01009589,Coventry 001A,-1.49423,52.4504,30.738
E01009590,Coventry 002A,-1.53592,52.4536,20.072
E01009591,Coventry 002B,-1.51934,52.4498,19.228
E01009592,Coventry 043B,-1.49999,52.4474,36.988
E01009593,Coventry 002C,-1.51551,52.4475,20.539
E01009594,Coventry 006D,-1.52906,52.4436,17.403
E01009596,Coventry 043C,-1.50055,52.4431,32.597
E01009597,Coventry 043D,-1.50657,52.4427,27.334
E01009598,Coventry 002D,-1.52006,52.4416,17.819
E01009599,Coventry 013A,-1.46928,52.43,31.203
E01009604,Coventry 004A,-1.47976,52.4443,30.169
E01009605,Coventry 004B,-1.47291,52.4432,48.894
E01009606,Coventry 005C,-1.48328,52.4405,25.029
E01009607,Coventry 004C,-1.47352,52.4362,67.115
E01009608,Coventry 004D,-1.47709,52.4387,33.315
E01009609,Coventry 005D,-1.4866,52.4334,34.203
E01009610,Coventry 004E,-1.47796,52.4322,43.496
E01009611,Coventry 035E,-1.46644,52.3988,39.624
E01009612,Coventry 035F,-1.47592,52.3963,49.733
E01009613,Coventry 018A,-1.46386,52.4122,14.22
E01009614,Coventry 021A,-1.46873,52.4114,13.924
E01009615,Coventry 027A,-1.47946,52.4088,18.453
E01009616,Coventry 027B,-1.47507,52.4093,19.917
E01009617,Coventry 027C,-1.47325,52.4067,18.926
E01009618,Coventry 027D,-1.46337,52.4071,14.406
E01009619,Coventry 038D,-1.48503,52.4011,23.094
E01009620,Coventry 027E,-1.47087,52.404,22.53
E01009621,Coventry 027F,-1.47791,52.4006,29.218
E01009622,Coventry 012A,-1.52423,52.4284,45.451
E01009623,Coventry 012B,-1.5208,52.4327,40.144
E01009624,Coventry 011B,-1.51614,52.431,27.798
E01009625,Coventry 011C,-1.5171,52.4243,24.583
E01009626,Coventry 011D,-1.5108,52.4305,26.83
E01009627,Coventry 012C,-1.52132,52.4242,34.476
E01009628,Coventry 012D,-1.52591,52.4214,22.287
E01009629,Coventry 020A,-1.51051,52.4191,27.337
E01009630,Coventry 020B,-1.51707,52.4178,34.671
E01009631,Coventry 020C,-1.5223,52.4155,50.343
E01009632,Coventry 020D,-1.5141,52.4139,40.632
E01009633,Coventry 028A,-1.49183,52.4007,24.817
E01009634,Coventry 028B,-1.49617,52.4,18.781
E01009635,Coventry 028C,-1.49578,52.4068,25.446
E01009636,Coventry 024A,-1.48974,52.4133,29.082
E01009637,Coventry 024B,-1.4994,52.4175,44.778
E01009638,Coventry 024C,-1.5018,52.4133,71.091
E01009639,Coventry 024D,-1.49582,52.4151,37.321
E01009640,Coventry 024E,-1.49093,52.4159,45.687
E01009641,Coventry 024F,-1.49724,52.4103,29.572
E01009642,Coventry 031C,-1.51165,52.408,21.685
E01009643,Coventry 017A,-1.54211,52.4157,11.785
E01009644,Coventry 017B,-1.54112,52.4194,10.782
E01009645,Coventry 014D,-1.53443,52.4191,14.333
E01009646,Coventry 022A,-1.55028,52.4166,12.493
E01009647,Coventry 017C,-1.52895,52.4137,17.974
E01009648,Coventry 017D,-1.53587,52.4136,13.697
E01009649,Coventry 026A,-1.5404,52.4111,10.686
E01009650,Coventry 020E,-1.52269,52.4107,31.16
E01009651,Coventry 031D,-1.52229,52.4076,51.364
E01009652,Coventry 017E,-1.54563,52.4257,11.821
E01009653,Coventry 017F,-1.54006,52.4227,11.857
E01009654,Coventry 021B,-1.47362,52.4203,20.634
E01009655,Coventry 016A,-1.47886,52.422,28.603
E01009656,Coventry 016B,-1.48268,52.4187,32.971
E01009657,Coventry 018B,-1.46635,52.4173,17.24
E01009658,Coventry 021C,-1.47353,52.4155,23.635
E01009659,Coventry 016C,-1.48511,52.4147,43.073
E01009660,Coventry 021D,-1.47807,52.4135,23.59
E01009661,Coventry 028D,-1.48641,52.4089,32.784
E01009662,Coventry 016D,-1.48249,52.4274,34.045
E01009663,Coventry 013B,-1.46939,52.4272,20.567
E01009664,Coventry 016E,-1.47736,52.4271,29.982
E01009665,Coventry 042A,-1.54353,52.3841,5.967
E01009666,Coventry 041A,-1.52877,52.3859,5.516
E01009667,Coventry 041B,-1.5203,52.384,6.645
E01009668,Coventry 041C,-1.52943,52.3806,9.169
E01009669,Coventry 042B,-1.53381,52.3843,10.04
E01009670,Coventry 041D,-1.52007,52.3785,5.325
E01009671,Coventry 042C,-1.55095,52.372,10.672
E01009672,Coventry 040E,-1.51279,52.3747,4.568
E01009674,Coventry 029A,-1.58252,52.4001,30.08
E01009676,Coventry 032A,-1.56846,52.4005,15.493
E01009679,Coventry 036C,-1.56055,52.3938,38.142
E01009681,Coventry 032B,-1.56264,52.4066,16.773
E01009682,Coventry 032C,-1.56748,52.4048,13.035
E01009683,Coventry 032D,-1.56082,52.3994,25.622
E01009684,Coventry 026B,-1.5566,52.4096,35.596
E01009685,Coventry 026C,-1.54997,52.4091,16.958
E01009686,Coventry 026D,-1.55169,52.4036,9.571
E01009687,Coventry 026E,-1.54435,52.407,10.458
E01009688,Coventry 030A,-1.53785,52.4061,20.967
E01009689,Coventry 030B,-1.52511,52.4052,19.737
E01009690,Coventry 030C,-1.5362,52.403,17.47
E01009691,Coventry 030D,-1.52923,52.4036,17.24
E01009692,Coventry 022B,-1.56371,52.4191,8.438
E01009693,Coventry 022C,-1.56076,52.4143,11.429
E01009694,Coventry 022D,-1.55434,52.4161,5.742
E01009695,Coventry 023A,-1.56525,52.4105,7.912
E01009696,Coventry 023B,-1.5734,52.4146,6.357
E01009697,Coventry 025A,-1.59654,52.4117,9.39
E01009698,Coventry 025B,-1.58542,52.4138,5.781
E01009699,Coventry 029B,-1.57542,52.4109,14.703
E01009700,Coventry 029C,-1.58623,52.4089,57.608
E01009701,Coventry 029D,-1.58734,52.4046,31.496
E01009702,Coventry 029E,-1.57684,52.4049,44.336
E01009703,Coventry 025C,-1.59965,52.4075,17.918
E01009704,Coventry 023C,-1.57257,52.4206,4.915
E01009705,Coventry 023D,-1.58122,52.4166,4.364
E01009706,Coventry 025D,-1.59707,52.4191,8.357
E01009707,Coventry 033E,-1.44152,52.4066,10.656
E01009708,Coventry 033F,-1.45391,52.4061,12.104
E01009709,Coventry 007F,-1.45764,52.4275,75.274
E01009710,Coventry 013C,-1.45058,52.4249,17.016
E01009711,Coventry 013D,-1.46546,52.4225,21.487
E01009712,Coventry 018C,-1.45532,52.4198,21.432
E01009713,Coventry 019B,-1.45179,52.4175,19.503
E01009714,Coventry 018D,-1.46194,52.4194,17.607
E01009715,Coventry 019C,-1.44091,52.4174,21.789
E01009716,Coventry 018E,-1.45914,52.4118,18.841
E01009717,Coventry 019D,-1.44295,52.4119,12.608
E01009718,Coventry 019E,-1.45166,52.4088,53.06
E01009719,Dudley 027A,-2.11881,52.4665,19.002
E01009720,Dudley 028A,-2.13599,52.4635,5.745
E01009721,Dudley 031A,-2.15065,52.4646,21.239
E01009722,Dudley 027B,-2.12612,52.4622,11.606
E01009723,Dudley 028B,-2.13154,52.4683,5.036
E01009724,Dudley 028C,-2.12993,52.4648,5.966
E01009725,Dudley 031B,-2.14192,52.4637,41.752
E01009726,Dudley 031C,-2.13763,52.4598,13.469
E01009727,Dudley 027C,-2.12584,52.4722,8.397
E01009728,Dudley 027D,-2.12166,52.4719,10.567
E01009729,Dudley 027E,-2.11443,52.4705,21.972
E01009730,Dudley 028D,-2.13885,52.471,10.66
E01009731,Dudley 023A,-2.15047,52.4704,18.475
E01009732,Dudley 039A,-2.06353,52.446,31.279
E01009733,Dudley 039B,-2.05421,52.448,53.738
E01009734,Dudley 034A,-2.04973,52.4552,22.281
E01009735,Dudley 034B,-2.05134,52.4627,6.194
E01009736,Dudley 034C,-2.06065,52.4579,10.009
E01009737,Dudley 034D,-2.06777,52.4571,13.264
E01009738,Dudley 034E,-2.06872,52.4515,21.792
E01009739,Dudley 039C,-2.0621,52.4509,22.439
E01009740,Dudley 023B,-2.13752,52.4762,36.625
E01009741,Dudley 022A,-2.11466,52.4793,43.356
E01009742,Dudley 023C,-2.1503,52.477,37.206
E01009743,Dudley 023D,-2.13732,52.4806,45.763
E01009744,Dudley 022B,-2.12643,52.48,41.423
E01009745,Dudley 023E,-2.15015,52.4737,19.342
E01009746,Dudley 022C,-2.11577,52.4882,44.927
E01009747,Dudley 022D,-2.13413,52.4851,40.392
E01009748,Dudley 013A,-2.12138,52.4991,48.533
E01009749,Dudley 016A,-2.1393,52.5062,18.839
E01009750,Dudley 016B,-2.1395,52.4985,29.762
E01009751,Dudley 017A,-2.13132,52.5016,40.552
E01009752,Dudley 017B,-2.12848,52.4931,48.688
E01009753,Dudley 017C,-2.13686,52.4916,44.547
E01009754,Dudley 017D,-2.12368,52.4947,35.994
E01009756,Dudley 006B,-2.09042,52.52,48.248
E01009757,Dudley 006C,-2.07836,52.5185,37.404
E01009758,Dudley 005A,-2.1019,52.5281,46.385
E01009759,Dudley 006D,-2.0824,52.5276,17.938
E01009760,Dudley 005B,-2.10787,52.5263,31.398
E01009762,Dudley 006F,-2.10266,52.5227,62.432
E01009763,Dudley 001A,-2.07645,52.5485,31.273
E01009764,Dudley 001B,-2.08428,52.5462,18.422
E01009765,Dudley 004A,-2.095,52.545,20.075
E01009766,Dudley 004B,-2.10076,52.5436,21.98
E01009767,Dudley 001C,-2.07696,52.5427,24.422
E01009768,Dudley 004C,-2.09055,52.54,32.765
E01009769,Dudley 001D,-2.07998,52.5357,53.598
E01009770,Dudley 001E,-2.07801,52.5538,27.311
E01009771,Dudley 004D,-2.10022,52.5377,12.239
E01009772,Dudley 005C,-2.11486,52.5351,30.939
E01009773,Dudley 002A,-2.11821,52.5443,30.112
E01009774,Dudley 005D,-2.10686,52.5339,18.558
E01009775,Dudley 004E,-2.09123,52.5343,29.834
E01009776,Dudley 004F,-2.09285,52.5319,16.837
